brand,model,year,head_weight_g,dimension,vcog,moi,rcog,loft,adj_vcog,vcog_cf,cf_1,cf_2,points,mpf,category,iron_number,source_pdf
MALTBY,HP Forged,2000,253,1.310,0.770,12.45172,0.450,27,-0.029,.741,0,37,606,636,Game Improvement,,MPF_MALTBY.pdf
One Iron Golf,1 Iron Blackstone 31° #6,2021,268.8,1.400,0.832,14.5375,0.537,31,-0.022,0.810,0,15,605,635,Game Improvement,6,MPF_1IRONGOLF.pdf
MALTBY,Tricept F2 #6 Forged,2010,259.7,1.378,0.807,12.7848,0.498,31,-0.008,.799,0,26,605,635,Game Improvement,6,MPF_MALTBY.pdf
MALTBY,Tricept F1 Forged #6,2009,259.7,1.378,0.807,12.7848,0.498,31,-0.008,0.799,0,26,605,635,Game Improvement,6,MPF_MALTBY.pdf
PXG,Black Ops #6,2025,251.6,1.392,0.857,14.7257,0.517,25,-0.055,0.802,0,15,605,635,Game Improvement,6,MPF_PXG.pdf
YONEX,VXF #6,2014,256,1.373,0.832,14.4040,0.493,27.5,-0.035,.797,0,29,605,635,Game Improvement,6,MPF_YONEX.pdf
ADAMS,Idea A1 Hybrid #6,2005,260,1.454,0.891,14.2445,0.577,29,-0.046,.845,-5,0,604,634,Game Improvement,6,MPF_ADAMS_GOLF.pdf
CLEVELAND,HB3 #6,2010,260,1.293,0.899,14.4015,0.792,28,-0.167,0.732,0,43,604,634,Game Improvement,6,MPF_CLEVELAND.pdf
COBRA,Fly Z #6,2015,261,1.367,0.827,13.7740,0.490,27,-0.035,.792,0,28,603,633,Game Improvement,6,MPF_COBRA.pdf
GOLFSMITH,Tri Matrix,2004,253,1.393,0.842,14.87200,0.500,27,-0.036,.806,0,15,602,632,Game Improvement,,MPF_GOLFSMITH.pdf
PXG,0311P 8th Gen #6,2026,254.1,1.464,0.892,14.4828,0.520,26,-0.041,0.851,-11,0,602,632,Game Improvement,6,MPF_PXG.pdf
TAYLOR MADE,R7 #6,2006,259,1.329,0.858,13.8052,0.650,28,-0.103,.755,0,28,602,632,Game Improvement,6,MPF_TAYLORMADE.pdf
CALLAWAY,Epic E19 Forged #6,2020,262.1,1.400,0.858,12.6335,0.527,27,-0.046,.812,0,13,601,631,Game Improvement,6,MPF_CALLAWAY.pdf
NICKLAUS,Airmax (low profile),1999,258,1.263,0.764,12.96730,0.500,26,-0.062,.702,0,39,600,630,Game Improvement,,MPF_NICKLAUS.pdf
PING,i 3 +,2003,250,1.398,0.847,13.10940,0.487,26,-0.036,.811,0,13,600,630,Game Improvement,,MPF_PING.pdf
GOLFSMITH,Snake Eyes MC-01,2000,253,1.305,0.840,13.34561,0.612,27,-0.094,.746,0,40,599,629,Game Improvement,,MPF_GOLFSMITH.pdf
PEERLESS,Peerless,N/A,261,1.348,0.828,16.17730,0.500,26,-0.047,.781,0,32,599,629,Game Improvement,,MPF_PEERLESS.pdf
PING,Anser #6 Forged,2011,260,1.370,0.847,12.7933,0.560,29,-0.050,.797,0,26,599,629,Game Improvement,6,MPF_PING.pdf
RAM,Accubar Dual Cavity,1993,256,1.352,0.834,14.86630,0.525,27,-0.051,.783,0,30,599,629,Game Improvement,,MPF_RAM.pdf
COBRA,King Cobra Forged CB #6,2004,254,1.246,0.796,11.5917,0.648,31,-0.102,.694,0,46,598,628,Game Improvement,6,MPF_COBRA.pdf
MALTBY,Peak Velocity,2003,255,1.294,0.800,12.60800,0.537,27,-0.066,.734,0,38,598,628,Game Improvement,,MPF_MALTBY.pdf
MALTBY,Logic Tradition M-04 (forged),2002,254,1.350,0.809,9.66993,0.487,27,-0.038,.771,0,19,598,628,Game Improvement,,MPF_MALTBY.pdf
MACGREGOR,V-Foil 1025cm (forged),2003,256,1.279,0.782,12.06810,0.525,27,-0.064,.718,0,36,597,627,Game Improvement,,MPF_MACGREGOR.pdf
TAYLORMADE,Burner 2.0 (Womens) #6,2011,255.2,1.413,0.875,15.5017,0.531,27,-0.043,.832,0,16,597,627,Game Improvement,6,MPF_TAYLORMADE.pdf
COBRA,King Tec-X Forged #6,2025,260,1.239,0.768,11.5032,0.520,24,-0.079,.689,0,46,596,626,Game Improvement,6,MPF_COBRA.pdf
COBRA,King Cobra FP #6,2008,263.0,1.344,0.791,13.8728,0.448,28,-0.015,0.776,0,28,596,626,Game Improvement,6,MPF_COBRA.pdf
WISHON,Tamarron Grand Monarch,2003,255,1.280,0.798,11.98670,0.550,26,-0.078,.720,0,36,596,626,Game Improvement,,MPF_WISHON.pdf
TITLEIST,T100 Forged #6,2025,260.0,1.295,0.771,13.2923,0.483,29.5,-0.031,0.740,0,40,595,625,Game Improvement,6,MPF_TITLEIST.pdf
LYNX,Black Cat #5,2008,253.0,1.359,0.802,13.4538,0.428,27,-0.010,0.792,0,27,594,624,Game Improvement,5,MPF_LYNX.pdf
MIZUNO,MX100 #6,2009,261.0,1.364,0.831,13.8948,0.535,30,-0.032,.799,0,28,593,623,Game Improvement,6,MPF_MIZUNO.pdf
CALLAWAY,X Hot Pro #6,2013,261.7,1.352,0.790,12.8275,0.410,27,-0.004,.786,0,26,592,622,Game Improvement,6,MPF_CALLAWAY.pdf
MIZUNO,MX100 Hybrid #5,2009,260.3,1.136,0.818,14.4117,0.815,25,-0.202,.616,0,72,592,622,Game Improvement,5,MPF_MIZUNO.pdf
PXG,GEN 6 0311 P #6,2023,257.3,1.434,0.881,14.5012,0.511,26,-0.040,0.841,-1,0,592,622,Game Improvement,6,MPF_PXG.pdf
TITLEIST,DTR #6,1988,261,1.335,.779,13.25090,.519,33,-.009,.770,0,27,592,622,Game Improvement,6,MPF_TITLEIST.pdf
CALLAWAY,X Forged #6,2009,258.8,1.335,0.807,13.0471,0.530,30,-0.037,.770,0,26,591,621,Game Improvement,6,MPF_CALLAWAY.pdf
CLEVELAND,588 MT Face Forged #6,2013,256.7,1.342,.836,14.5147,.532,27,-0.054,.782,0,29,589,619,Game Improvement,6,MPF_CLEVELAND.pdf
COBRA,King Tour w/MIM Technology #6,2021,264.8,1.339,0.790,13.4954,0.462,29,-0.013,.777,0,27,589,619,Game Improvement,6,MPF_COBRA.pdf
MIZUNO,JPX 919 Forged #6,2019,257.7,1.354,0.831,14.1744,0.514,28,-0.038,.793,0,28,589,619,Game Improvement,6,MPF_MIZUNO.pdf
ADAMS,Tight Lies #6,2004,260,1.276,0.820,14.3675,0.625,30,-0.088,.732,0,43,587,617,Game Improvement,6,MPF_ADAMS_GOLF.pdf
WILSON,Fi 5 #6,2005,261,1.267,0.802,13.7136,0.616,31,-0.081,.721,0,41,587,617,Game Improvement,6,MPF_WILSON.pdf
TAYLORMADE,RBLADEZ Tour #6,2013,265.9,1.342,0.827,13.9499,0.536,29,-0.043,.784,0,28,586,616,Game Improvement,6,MPF_TAYLORMADE.pdf
MAXFLI,C3 Forged #6,2010,257,1.292,0.763,12.5517,0.489,31,-0.018,0.745,0,38,585,615,Game Improvement,6,MPF_MAXFLI.pdf
CALLAWAY,Apex DCB 21 #6,2021,263.7,1.356,0.844,12.8287,.521,27,-0.046,.798,0,26,584,614,Game Improvement,6,MPF_CALLAWAY.pdf
TITLEIST,804 OS (forged stainless),2004,254,1.279,0.791,13.47680,0.500,26,-0.056,.735,0,40,584,614,Game Improvement,,MPF_TITLEIST.pdf
WILSON,1200 GE,1986,247,1.307,0.782,13.82247,0.475,28,-0.031,.751,0,28,584,614,Game Improvement,,MPF_WILSON.pdf
CLEVELAND,588 TT Face Forged #6,2013,258.6,1.337,.828,13.9444,.513,27,-0.046,.782,0,28,583,613,Game Improvement,6,MPF_CLEVELAND.pdf
HENRY- GRIFFITTS,HG-OS-1 #6 (curvilinear sole),2012,263,1.309,0.795,13.94110,0.529,30,-0.040,.755,0,28,582,612,Game Improvement,6,MPF_GRIFFITTS_HENRY.pdf
NIKE,Sling Shot Tour #6,2006,260,1.348,0.889,14.8615,0.675,30,-0.093,.796,0,30,582,612,Game Improvement,6,MPF_NIKE.pdf
PING,S57 #6,2009,261.0,1.336,0.808,12.6839,0.517,30,-0.029,0.779,0,25,582,612,Game Improvement,6,MPF_PING.pdf
WISHON,555C #6 Forged,2010,260.0,1.267,.786,12.0250,.580,31,-.065,.721,0,36,582,612,Game Improvement,6,MPF_WISHON.pdf
CLEVELAND,CG4 TOUR #6,2006,262,1.334,.837,12.9691,.600,31,-.058,.779,0,26,581,611,Game Improvement,6,MPF_CLEVELAND.pdf
HENRY- GRIFFITTS,HG #6,1993,262.7,1.269,.762,12.9805,.494,30,-.031,.731,0,39,577,607,Game Improvement,6,MPF_GRIFFITTS_HENRY.pdf
TAYLORMADE,P790 #6,2020,264.0,1.280,0.798,13.0363,0.516,27,-0.056,.742,0,39,577,607,Game Improvement,6,MPF_TAYLORMADE.pdf
TAYLORMADE,Burner 2.0 #6,2011,262.3,1.429,0.882,15.8852,0.520,27,-0.036,.846,-6,0,577,607,Game Improvement,6,MPF_TAYLORMADE.pdf
TAYLOR MADE,320,2001,254,1.260,0.810,12.91167,0.575,26,-0.088,.722,0,39,577,607,Game Improvement,,MPF_TAYLORMADE.pdf
PXG,PXG 0311 #6,2016,256.7,1.450,0.884,13.0481,0.504,27,-0.027,0.857,-17,0,576,606,Game Improvement,6,MPF_PXG.pdf
CALLAWAY,XR OS #6,2016,257.8,1.463,0.907,13.9244,0.563,28,-0.043,.864,-24,0,575,605,Game Improvement,6,MPF_CALLAWAY.pdf
CALLAWAY,RAZR X #6 Forged,2011,259.8,1.328,0.790,12.7506,0.493,31,-0.011,.779,0,26,575,605,Game Improvement,6,MPF_CALLAWAY.pdf
MAXFLI,Revolution (midsize),2000,258,1.338,0.825,14.38480,0.550,31,-0.033,.792,0,29,575,605,Game Improvement,,MPF_MAXFLI.pdf
PING,G425 #6,2021,253.5,1.540,0.913,18.5050,0.476,25,-0.023,.890,-75,0,575,605,Game Improvement,6,MPF_PING.pdf
GOLFSMITH,Snake Eyes Viper MS,2003,256,1.300,0.815,13.69120,0.525,26,-0.062,.753,0,27,574,604,Game Improvement,,MPF_GOLFSMITH.pdf
MIZUNO,JPX 921 Hot Metal Pro #6,2021,258.1,1.428,0.849,14.6953,0.492,30,-0.001,.847,-7,0,574,604,Game Improvement,6,MPF_MIZUNO.pdf
MIZUNO,JPX 800 #6,2011,261.7,1.325,0.885,14.7760,0.666,28,-0.104,.781,0,30,574,604,Game Improvement,6,MPF_MIZUNO.pdf
MACGREGOR,MT Mid #6,2008,264.0,1.315,0.806,13.4958,0.484,27,-0.037,0.769,0,27,573,603,Game Improvement,6,MPF_MACGREGOR.pdf
MACGREGOR,MACTEC NVG2 #6,2006,261,1.270,.911,16.2681,.803,29,-.165,.746,0,49,573,603,Game Improvement,6,MPF_MACGREGOR.pdf
NIKE,Ignite #5,2006,259,1.319,0.835,12.7332,0.537,26,-0.063,.772,0,25,572,602,Game Improvement,5,MPF_NIKE.pdf
TOMMY ARMOUR,845s Titanium (Ti face),1998,259,1.315,0.819,13.46050,0.500,26,-0.049,.770,0,27,572,602,Game Improvement,,MPF_TOMMYARMOUR.pdf
CALLAWAY,XR Pro #6,2015,261.5,1.393,0.858,12.1663,0.467,26,-0.024,.834,0,12,571,601,Game Improvement,6,MPF_CALLAWAY.pdf
TITLEIST,775 #6,2006,261,1.214,.784,12.2584,.625,31,-.092,.692,0,49,571,601,Game Improvement,6,MPF_TITLEIST.pdf
MACGREGOR,V-Foil 1025m (forged),2001,256,1.250,0.790,11.54770,0.550,27,-0.075,.715,0,35,570,600,Game Improvement,,MPF_MACGREGOR.pdf
CALLAWAY,Ai Smoke #6,2024,258.8,1.370,0.863,12.7873,0.493,24,-0.049,.814,0,13,569,599,Game Improvement,6,MPF_CALLAWAY.pdf
COBRA,Carbon CB #6,2006,256,1.263,0.799,12.0495,0.575,30,-0.066,.733,0,36,566,596,Game Improvement,6,MPF_COBRA.pdf
PXG,0311 P Gen 7 SX Forged #6,2025,257.4,1.454,0.890,14.5799,0.487,26.5,-0.026,0.864,-24,0,566,596,Game Improvement,6,MPF_PXG.pdf
TOMMY ARMOUR,Morph #6,2005,262,1.209,.765,12.6225,.594,32,-.072,.693,0,50,566,596,Game Improvement,6,MPF_TOMMYARMOUR.pdf
BEN HOGAN,Magnum Plus,1991,247,1.249,0.825,13.35960,0.600,25,-0.100,.725,0,40,564,594,Game Improvement,,MPF_BEN_HOGAN.pdf
CALLAWAY,X-22 Tour #6,2009,257.6,1.369,0.799,12.5715,0.449,31,0.019,.818,0,13,564,594,Game Improvement,6,MPF_CALLAWAY.pdf
PING,S55 #6,2014,263.4,1.358,0.809,12.9025,0.470,30,-0.002,.807,0,13,564,594,Game Improvement,6,MPF_PING.pdf
TOMMY ARMOUR,845 Max #6,2020,267.8,1.329,0.880,14.5252,0.604,26,-0.085,.795,0,29,563,593,Game Improvement,6,MPF_TOMMYARMOUR.pdf
CALLAWAY,Mavrik Pro Forged #6,2020,264.0,1.300,0.823,12.4625,0.537,27,-0.060,.763,0,25,562,592,Game Improvement,6,MPF_CALLAWAY.pdf
ADAMS,Idea Tech a4 #6 Forged,2010,258.7,1.291,0.786,12.6754,0.475,28,-0.030,.756,0,25,560,590,Game Improvement,6,MPF_ADAMS_GOLF.pdf
GOLFSMITH,Spalding Black Hawk,2003,256,1.312,0.826,13.30530,0.500,26,-0.047,.779,0,27,560,590,Game Improvement,,MPF_GOLFSMITH.pdf
MIZUNO,MP-18 MMC FLI-HIl #6,2018,249.3,1.262,0.799,11.9808,0.475,22,-0.061,.738,0,36,560,590,Game Improvement,6,MPF_MIZUNO.pdf
WILSON,1200 #5,1973,267,1.450,0.906,15.4622,0.558,28,-0.041,.865,-25,0,560,590,Game Improvement,5,MPF_WILSON.pdf
CALLAWAY,Epic Pro #6,2017,259.8,1.354,0.822,10.8784,0.451,27,-0.016,.806,0,11,559,589,Game Improvement,6,MPF_CALLAWAY.pdf
CALLAWAY,X2 Hot #6,2014,261,1.517,0.850,13.3261,0.360,27,0.037,.887,-71,0,559,589,Game Improvement,6,MPF_CALLAWAY.pdf
TAYLOR MADE,T-D Tour Preferred,1988,254,1.257,0.800,11.54319,0.550,28,-0.066,.734,0,35,558,588,Game Improvement,,MPF_TAYLORMADE.pdf
TITLEIST,775 CB #6,2006,262,1.266,.807,12.6741,.558,29,-.061,.746,0,38,558,588,Game Improvement,6,MPF_TITLEIST.pdf
GOLFSMITH,Snake Eyes Viper LS,2003,254,1.243,0.785,14.12580,0.512,27,-0.057,.728,0,42,557,587,Game Improvement,,MPF_GOLFSMITH.pdf
NIKE,VrS Covert #6,2013,261.7,1.349,0.897,14.6496,0.634,27,-0.090,.807,0,15,557,587,Game Improvement,6,MPF_NIKE.pdf
TAYLOR MADE,300,2001,255,1.230,0.790,13.88793,0.537,26,-0.074,.716,0,42,556,586,Game Improvement,,MPF_TAYLORMADE.pdf
TITLEIST,T200 #6,2021,259.1,1.250,0.781,13.7890,0.487,27.5,-0.045,0.736,0,41,555,585,Game Improvement,6,MPF_TITLEIST.pdf
COBRA,AMP Forged #6,2012,263.2,1.248,0.777,12.4359,0.500,28,-0.046,.731,0,37,554,584,Game Improvement,6,MPF_COBRA.pdf
ADAMS,A2 OS Hybrid #6,2006,259,1.236,0.942,14.4497,0.912,29,-0.216,.726,0,43,553,583,Game Improvement,6,MPF_ADAMS_GOLF.pdf
CALLAWAY,Rogue Pro #6,2018,263.1,1.405,0.849,13.1196,0.439,27,-0.003,.846,-6,0,553,583,Game Improvement,6,MPF_CALLAWAY.pdf
CLEVELAND,588 Altitude Face Forged #6,2013,255.6,1.254,.878,13.1357,.715,27,-.136,.742,0,39,551,581,Game Improvement,6,MPF_CLEVELAND.pdf
HENRY- GRIFFITTS,HG TS-1 #6,2012,263,1.324,0.822,12.29590,0.482,28,-0.024,.798,0,25,551,581,Game Improvement,6,MPF_GRIFFITTS_HENRY.pdf
TITLEIST,T100S #6,2021,258.8,1.287,0.782,14.3313,0.429,27,-0.016,0.766,0,29,550,580,Game Improvement,6,MPF_TITLEIST.pdf
COBRA,King Forged One #6,2017,270.8,1.284,0.772,12.6552,0.449,29,-0.012,.760,0,25,549,579,Game Improvement,6,MPF_COBRA.pdf
COBRA,Baffler Blade II,1989,261,1.242,0.811,14.38590,0.550,26,-0.075,.736,0,43,549,579,Game Improvement,,MPF_COBRA.pdf
GOLFSMITH,Snake Eyes 675B (Forged) #6,2008,262,1.194,0.756,11.4687,0.549,30,-0.065,0.691,0,46,549,579,Game Improvement,6,MPF_GOLFSMITH.pdf
MIZUNO,JPX 850 Women’s #7,2015,269.1,1.415,0.858,15.3413,.544,32,-0.005,.853,-13,0,549,579,Game Improvement,7,MPF_MIZUNO.pdf
NIKE,CCi #6,2006,263,1.300,0.824,11.7190,0.562,30,-0.050,.774,0,23,549,579,Game Improvement,6,MPF_NIKE.pdf
PING,i 3 + Blade #6,2004,259,1.294,0.826,11.54270,0.575,30,-0.057,.769,0,23,548,578,Game Improvement,6,MPF_PING.pdf
BEN HOGAN,Edge CFT,2004,251,1.190,0.830,13.73040,0.675,26,-0.132,.698,0,55,547,577,Game Improvement,,MPF_BEN_HOGAN.pdf
MIZUNO,JPX 925 Forged #6,2025,254.3,1.335,0.863,13.4476,0.562,27,-0.062,.801,0,13,547,577,Game Improvement,6,MPF_MIZUNO.pdf
MIZUNO,JPX EZ Forged #6,2014,262,1.358,0.847,14.90280,0.490,28,-0.021,.826,0,15,547,577,Game Improvement,6,MPF_MIZUNO.pdf
SRIXON,ZU85 #6,2019,258.6,1.197,0.812,12.1394,0.644,28,-0.113,.699,0,49,547,577,Game Improvement,6,MPF_SRIXON.pdf
MAXFLI,Australian Blade (MCT-97),1997,261,1.195,0.795,11.74528,0.600,27,-0.099,.696,0,47,546,576,Game Improvement,,MPF_MAXFLI.pdf
TAYLORMADE,P.7CB Forged #6,2025,253.4,1.281,0.793,11.6368,0.504,29,-0.035,.758,0,23,546,576,Game Improvement,6,MPF_TAYLORMADE.pdf
TAYLOR MADE,360,2002,254,1.280,0.820,12.49627,0.525,26,-0.061,.759,0,25,546,576,Game Improvement,,MPF_TAYLORMADE.pdf
TITLEIST,T150 Forged #6,2024,258.4,1.278,0.788,14.5010,0.469,28,-0.027,0.761,0,29,546,576,Game Improvement,6,MPF_TITLEIST.pdf
YONEX,EZOne #6,2014,261,1.245,0.806,14.1925,0.535,27,-0.063,.743,0,43,545,575,Game Improvement,6,MPF_YONEX.pdf
TITLEIST,T200 Forged #6,2024,259.1,1.228,0.790,13.8371,0.576,28,-0.064,0.726,0,42,544,574,Game Improvement,6,MPF_TITLEIST.pdf
GOLFSMITH,Snake Eyes Viper MS,2000,254,1.298,0.820,14.06867,0.475,26,-0.037,.783,0,28,543,573,Game Improvement,,MPF_GOLFSMITH.pdf
Takomo,Iron 101 #6,2024,261.6,1.435,0.912,13.7889,0.524,25.5,-0.046,.866,-26,0,543,573,Game Improvement,6,MPF_TAKOMO.pdf
POWER BILT,Dynasty,2000,260,1.392,0.860,13.51609,0.450,26,-0.015,.845,-5,0,542,572,Game Improvement,,MPF_POWERBILT.pdf
GOLFSMITH,XPC4,2004,54,1.344,0.858,15.00510,0.500,26,-0.040,.818,0,15,541,571,Game Improvement,,MPF_GOLFSMITH.pdf
Takomo,Iron 101T #6,2024,261.0,1.340,0.854,12.9532,0.533,28,-0.042,.812,0,13,541,571,Game Improvement,6,MPF_TAKOMO.pdf
COBRA,King Cobra Transition S #5 (Hybrid Start),2007,245.9,1.063,0.844,13.1304,0.930,27,-0.255,0.589,0,66,540,570,Game Improvement,5,MPF_COBRA.pdf
DYNACRAFT,PC3 Power Chamber,2004,260,1.273,0.823,11.29600,0.550,27,-0.067,.756,0,23,540,570,Game Improvement,,MPF_DYNACRAFT.pdf
DYNACRAFT,Oversize,1994,255,1.213,0.830,14.16987,0.637,26,-0.113,.717,0,43,539,569,Game Improvement,,MPF_DYNACRAFT.pdf
TITLEIST,T100 #6,2021,257.7,1.294,0.786,14.0656,0.441,29.5,-0.003,0.783,0,28,539,569,Game Improvement,6,MPF_TITLEIST.pdf
CLEVELAND,CG2 #6,2005,258,1.184,.822,13.1147,.699,31,-.123,.699,0,52,537,567,Game Improvement,6,MPF_CLEVELAND.pdf
SRIXON,ZXi5 Forged #6,2025,259.8,1.271,0.814,13.0303,0.521,27,-0.054,.760,0,26,537,567,Game Improvement,6,MPF_SRIXON.pdf
TAYLORMADE,P770 Forged #6,2023,251.0,1.246,0.788,11.5378,0.516,29,-0.044,.744,0,35,537,567,Game Improvement,6,MPF_TAYLORMADE.pdf
TAYLOR MADE,Ti Bubble 2,1997,258,1.278,0.818,14.18326,0.500,26,-0.049,.769,0,28,537,567,Game Improvement,,MPF_TAYLORMADE.pdf
GOLFSMITH,Snake Eyes Viper Ti Steel,2004,256,1.388,0.914,15.67750,0.575,26,-0.064,.846,-6,0,536,566,Game Improvement,,MPF_GOLFSMITH.pdf
MAXFLI,VT Tour Forged #6,2010,265,1.340,0.826,13.0373,0.493,30,-0.009,0.817,0,13,536,566,Game Improvement,6,MPF_MAXFLI.pdf
PING,I E1 #6,2015,259,1.357,0.832,14.13040,0.455,29,0.003,.835,0,14,536,566,Game Improvement,6,MPF_PING.pdf
POWER BILT,Citation,2000,251,1.285,0.825,11.64818,0.512,26,-0.053,.772,0,23,536,566,Game Improvement,,MPF_POWERBILT.pdf
TOUR EDGE,Bazooka QLS #6,2010,264.2,1.351,.895,14.4496,.616,29,-.066,.829,0,14,536,566,Game Improvement,6,MPF_TOUR_EDGE.pdf
ADAMS,Tight Lies UC 10,2004,261,1.234,0.837,14.70870,0.600,26,-0.094,.743,0,44,535,565,Game Improvement,,MPF_ADAMS_GOLF.pdf
GOLFWORKS,Rim Fire,2000,255,1.288,0.810,12.38851,0.475,27,-0.032,.778,0,25,535,565,Game Improvement,,MPF_GOLFWORKS.pdf
MAXFLI,VHL (oversize),1996,257,1.335,0.875,13.53046,0.550,26,-0.060,.815,0,14,534,564,Game Improvement,,MPF_MAXFLI.pdf
PXG,0211 XCOR2 V3 #6,2022,252.9,1.408,0.894,14.1804,0.481,24,-0.037,0.857,-17,0,534,564,Game Improvement,6,MPF_PXG.pdf
LYNX,Black Cat Tour,1998,258,1.232,0.847,12.44870,0.650,27,-0.111,.736,0,37,533,563,Game Improvement,,MPF_LYNX.pdf
PING,Anser Forged #6,2013,258,1.302,0.833,12.92660,0.530,29,-0.038,.795,0,26,533,563,Game Improvement,6,MPF_PING.pdf
POWER BILT,TPS 6.0 Oversize,1999,259,1.290,0.830,13.46244,0.500,26,-0.046,.784,0,27,533,563,Game Improvement,,MPF_POWERBILT.pdf
TOUR EDGE,Exotics XCG #6,2010,268.3,1.278,.818,12.9528,.524,28,-.047,.771,0,26,533,563,Game Improvement,6,MPF_TOUR_EDGE.pdf
GOLFSMITH,Tour Cavity Professional Grind,2000,257,1.322,0.820,13.90382,0.450,27,-0.016,.804,0,14,532,562,Game Improvement,,MPF_GOLFSMITH.pdf
TITLEIST,DCI 981,1999,259,1.215,0.815,12.66376,0.600,27,-0.094,.721,0,38,532,562,Game Improvement,,MPF_TITLEIST.pdf
CALLAWAY,Epic #6,2017,259.9,1.304,0.841,10.9247,0.505,26,-0.046,.795,0,22,531,561,Game Improvement,6,MPF_CALLAWAY.pdf
NIKE,Slingshot #6,2004,266,1.341,0.885,14.06570,0.600,29,-0.061,.824,0,14,531,561,Game Improvement,6,MPF_NIKE.pdf
BEN HOGAN,Apex Forged #6,2005,262,1.245,.805,11.4743,.593,32,-.056,.749,0,34,530,560,Game Improvement,6,MPF_BEN_HOGAN.pdf
NIKE,SlingShot 40 (SS40) #6,2008,263.5,1.290,0.854,14.3918,0.590,29,-0.065,0.789,0,29,530,560,Game Improvement,6,MPF_NIKE.pdf
PING,i-10 #6,2008,260.5,1.326,0.824,12.3334,0.522,31,-0.016,0.808,0,12,530,560,Game Improvement,6,MPF_PING.pdf
SRIXON,ZX5 #6,2021,257.9,1.283,0.815,13.4773,0.483,27,-0.035,.780,0,27,530,560,Game Improvement,6,MPF_SRIXON.pdf
CLEVELAND,HB Irons Hybrid #6 (Women’s),2011,245.1,1.230,.916,13.7763,.821,29,-0.174,.742,0,41,529,559,Game Improvement,6,MPF_CLEVELAND.pdf
SRIXON,Z355 #6,2016,262,1.258,0.801,13.1281,0.485,26,-0.046,.755,0,26,529,559,Game Improvement,6,MPF_SRIXON.pdf
WISHON,991 C #5,2005,253,1.266,.821,14.0533,.528,27,-.056,.765,0,28,529,559,Game Improvement,5,MPF_WISHON.pdf
CALLAWAY,Apex Ti Fusion Forged #6,2025,263,1.289,0.849,13.0481,0.542,26,-0.062,.787,0,26,528,558,Game Improvement,6,MPF_CALLAWAY.pdf
COBRA,King Forged Tour #6,2017,262.9,1.269,0.780,12.4591,0.440,28.5,-0.013,.767,0,25,527,557,Game Improvement,6,MPF_COBRA.pdf
COBRA,S2 #6 Forged,2011,254.8,1.253,0.807,13.6273,0.530,28,-0.054,.753,0,27,527,557,Game Improvement,6,MPF_COBRA.pdf
GOLFSMITH,Spalding Elegance,2002,253,1.212,0.796,12.27960,0.550,27,-0.074,.722,0,37,527,557,Game Improvement,,MPF_GOLFSMITH.pdf
CONFIDENCE,MP,1973,254,1.165,0.784,13.45990,0.625,31,-0.092,.692,0,54,527,557,Game Improvement,,MPF_MISC.pdf
POWER BILT,Titanium Copper,1998,254,1.375,0.913,12.06206,0.600,27,-0.069,.844,-4,0,527,557,Game Improvement,,MPF_POWERBILT.pdf
TAYLORMADE,Burner XD #6,2008,260.0,1.277,0.848,15.7803,0.538,25,-0.066,0.782,0,32,527,557,Game Improvement,6,MPF_TAYLORMADE.pdf
CLEVELAND,588 MB Forged #6,2012,258.5,1.241,.778,11.2722,.499,30,-.029,.749,0,34,526,556,Game Improvement,6,MPF_CLEVELAND.pdf
WISHON,752TC,2003,255,1.208,0.840,13.60940,0.650,26,-0.117,.723,0,41,526,556,Game Improvement,,MPF_WISHON.pdf
PING,G730 #6,2024,252.3,1.467,0.916,18.8381,0.501,25,-0.031,.881,-62,0,525,555,Game Improvement,6,MPF_PING.pdf
TITLEIST,DCI,1991,258,1.287,0.844,13.91540,0.550,28,-0.054,.790,0,28,525,555,Game Improvement,,MPF_TITLEIST.pdf
ADAMS,Idea a30S Hybrid Irons #6,2010,256,1.265,0.909,16.7615,0.736,28,-0.134,.775,0,34,524,554,Game Improvement,6,MPF_ADAMS_GOLF.pdf
TITLEIST,T100 Forged #6,2024,259.2,1.268,0.779,13.5729,0.462,30,-0.007,0.772,0,27,523,553,Game Improvement,6,MPF_TITLEIST.pdf
WOOD BROTHERS,NG2000,2000,254,1.219,0.840,13.55750,0.650,29,-0.102,.738,0,41,522,552,Game Improvement,,MPF_MISC.pdf
MIZUNO,JPX 925 Forged Black #6,2025,255.1,1.319,0.859,13.4474,0.531,27,-0.049,.810,0,13,522,552,Game Improvement,6,MPF_MIZUNO.pdf
PING,S56 #6,2011,259.9,1.293,0.821,13.0641,0.533,31,-0.024,.797,0,26,522,552,Game Improvement,6,MPF_PING.pdf
TAYLORMADE,P770 #6,2021,256.8,1.315,0.805,11.5203,0.446,29,0,.805,0,12,522,552,Game Improvement,6,MPF_TAYLORMADE.pdf
TAYLOR MADE,R7 TP #6,2006,262,1.218,0.819,14.3831,0.625,31,-0.080,.739,0,43,522,552,Game Improvement,6,MPF_TAYLORMADE.pdf
TITLEIST,T-MB 718 #6,2018,257.3,1.285,0.791,13.9213,0.438,29,-0,0.791,0,28,522,552,Game Improvement,6,MPF_TITLEIST.pdf
WILSON,Staff Ultra 45,1993,254,1.337,0.862,14.55850,0.487,26,-0.032,.830,0,15,522,552,Game Improvement,,MPF_WILSON.pdf
