brand,model,year,mpf,category,category_by_score,iron_number,source
TITLEIST,T100 Forged #6,2020,528,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
BRIDGESTONE,J15DF Forged#6,2015,526,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
CALLAWAY,Apex Forged Ai200 #6,2025,526,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
WILSON,X-31 (forged) #6,1969,525,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
COBRA,King Forged TEC #6,2022,524,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
WILSON,D100 #6,2014,524,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
WILSON,Launch Pad #6,2020,524,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
DYNACRAFT,Limited,1995,523,Conventional,Conventional,,GolfWorks Maltby Playability Factor
TITLEIST,695MB #6,2006,523,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
WILSON,Staff R. Mendralla #5,1999,523,Conventional,Conventional,5,GolfWorks Maltby Playability Factor
PXG,PXG 0311T #6,2016,522,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
MIZUNO,T-ZOID Pro #6,1999,520,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
TAYLORMADE,Tour Burner #6,2008,520,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
GOLFSMITH,Snake Eyes 600B Forged,2005,518,Conventional,Conventional,,GolfWorks Maltby Playability Factor
GOLFSMITH,Snake Eyes Python OS,2006,518,Conventional,Conventional,,GolfWorks Maltby Playability Factor
TAYLORMADE,P770 #6,2017,518,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
TITLEIST,AP2 714 #6,2014,517,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
TITLEIST,CB 710 Forged #6,2010,517,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
WILSON,D7 #6,2019,517,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
NIKE,Vr TW Forged #6,2009,516,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
GOLFSMITH,Tour Cavity Forged,2000,515,Conventional,Conventional,,GolfWorks Maltby Playability Factor
MIZUNO,MX025 #6,2006,514,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
PING,i 3 O-Size,2001,514,Conventional,Conventional,,GolfWorks Maltby Playability Factor
TAYLORMADE,TP #6,2005,514,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
PING,Blueprint S #6,2024,513,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
PING,i25 #6,2014,512,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
PRECEPT,Tour Premium CB,2001,512,Conventional,Conventional,,GolfWorks Maltby Playability Factor
TOMMY ARMOUR,845 EVO V-31 RO Blade,2000,512,Conventional,Conventional,,GolfWorks Maltby Playability Factor
NIKE,VRS Covert Forged #6,2014,511,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
CALLAWAY,X2 Hot Pro #6,2014,510,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
TAYLORMADE,CB Forged-Tour Preferred #6,2011,508,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
TAYLORMADE,R11 #6,2012,508,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
TITLEIST,AP2 718 #6,2018,508,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
TOMMY ARMOUR,855s Golden Scot #6,1996,508,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
COBRA,King Forged TEC One #6,2020,507,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
SRIXON,ZXi7 Forged #6,2025,507,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
GOLFSMITH,Snake Eyes 600c Forged,2005,506,Conventional,Conventional,,GolfWorks Maltby Playability Factor
MIZUNO,M-13 #6,2026,506,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
MIZUNO,Pro 243 #6,2024,505,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
SRIXON,Z585 #6,2019,504,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
TITLEIST,AP2-712 Forged #6,2012,504,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
CALLAWAY,X Forged #6,2026,503,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
MIZUNO,MX-900 #6,2006,503,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
GOLFSMITH,Snake Eyes 675XC,2008,502,Conventional,Conventional,,GolfWorks Maltby Playability Factor
MIZUNO,Alton #5,1998,502,Conventional,Conventional,5,GolfWorks Maltby Playability Factor
BEN HOGAN,Apex Edge,2001,501,Conventional,Conventional,,GolfWorks Maltby Playability Factor
MACGREGOR,M685 #6,2006,501,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
TAYLORMADE,Burner Super Launch #6,2011,501,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
COBRA,King Forged Tec One #6,2019,500,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
LYNX,Black Cat Tour Milled DC #5,2006,499,Conventional,Conventional,5,GolfWorks Maltby Playability Factor
CALLAWAY,RAZR-R-Muscle Back #6,2012,498,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
WILSON,Dynapwr #6,2023,498,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
MIZUNO,TZOID MX20 #6,2002,497,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
SRIXON,Z565 #6,2017,497,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
BEN HOGAN,Edge GCD Tour,1996,496,Conventional,Conventional,,GolfWorks Maltby Playability Factor
MIZUNO,JPX 800 Forged #6,2011,496,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
GOLFSMITH,XPC Tour Steel,2001,495,Conventional,Conventional,,GolfWorks Maltby Playability Factor
TITLEIST,DCI 962,1998,495,Conventional,Conventional,,GolfWorks Maltby Playability Factor
TITLEIST,ZB Forged #6,2008,495,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
COBRA,King Cobra Pro CB #6,2008,494,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
TITLEIST,CB Forged 714 #6,2014,494,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
ADAMS,Tight Lies Tour,2001,493,Conventional,Conventional,,GolfWorks Maltby Playability Factor
CLEVELAND,CG Red MCT,2008,493,Conventional,Conventional,,GolfWorks Maltby Playability Factor
CLEVELAND,CG-16 Tour-Laser Milled #6,2011,492,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
GOLFSMITH,Tour Cavity Pro,2001,491,Conventional,Conventional,,GolfWorks Maltby Playability Factor
SRIXON,ZX7 #6,2021,491,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
SRIXON,Z545 #6,2016,489,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
CALLAWAY,Apex 21 Pro #6,2021,487,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
CALLAWAY,Apex CB Forged 24 #6,2024,486,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
COBRA,King Tour #6,2023,484,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
TOMMY ARMOUR,845 HB,2004,484,Conventional,Conventional,,GolfWorks Maltby Playability Factor
ADAMS,Idea CMB Tungsten Forged #6,2013,483,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
CALLAWAY,Apex Forged Ai300 #6,2025,483,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
CLEVELAND,CG1 #6,2005,483,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
CALLAWAY,Apex 21 #6,2021,481,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
GOLFSMITH,HI-COR,2006,481,Conventional,Conventional,,GolfWorks Maltby Playability Factor
WISHON,870 Ti Ticor #6,2010,481,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
GOLFSMITH,XPC Sapphire,2002,480,Conventional,Conventional,,GolfWorks Maltby Playability Factor
PING,i530 #6,2024,480,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
TAYLORMADE,Burner Super Launch Women’s #6,2011,480,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
TAYLORMADE,R7 CGB Max,2008,479,Conventional,Conventional,,GolfWorks Maltby Playability Factor
MIZUNO,MP-20 HMB #6,2020,478,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
CALLAWAY,Apex Forged #6,2019,476,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
COBRA,King Cobra Pro CB Forged #6,2011,476,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
POWER BILT,Citation Forged,2003,476,Conventional,Conventional,,GolfWorks Maltby Playability Factor
TITLEIST,822-OS,2002,475,Conventional,Conventional,,GolfWorks Maltby Playability Factor
WILSON,C300 #6,2018,475,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
COBRA,King Forged Tech #6,2016,474,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
PING,i200 #6,2017,474,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
TAYLORMADE,RAC Coin #6 (forged),2003,474,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
WILSON,Custom Laura Baugh #5,1975,474,Conventional,Conventional,5,GolfWorks Maltby Playability Factor
POWER BILT,V-1 Cavity Spirits,2000,473,Conventional,Conventional,,GolfWorks Maltby Playability Factor
SRIXON,Z765 #6,2017,473,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
WISHON,560 MC Forged #5,2006,473,Conventional,Conventional,5,GolfWorks Maltby Playability Factor
COBRA,King Forged TEC #6,2020,472,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
MIZUNO,Pro 225 Forged #6,2023,472,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
WISHON,555M Forged #6,2010,472,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
BEN HOGAN,Apex Edge Pro,2002,471,Conventional,Conventional,,GolfWorks Maltby Playability Factor
COBRA,TRD II V-groove,1990,471,Conventional,Conventional,,GolfWorks Maltby Playability Factor
CALLAWAY,Apex MB Forged 24 #6,2024,470,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
BRIDGESTONE,J 33 Center Pad #6,2005,469,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
PING,i20 #6,2012,469,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
DYNACRAFT,1030cv,2004,468,Conventional,Conventional,,GolfWorks Maltby Playability Factor
DYNACRAFT,Tour Caliber forged (cavity),1995,466,Conventional,Conventional,,GolfWorks Maltby Playability Factor
WILSON,FG Tour M3 Forged #6,2014,466,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
MIZUNO,Pro S3 #6,2025,465,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
TITLEIST,620 CB Forged #6,2020,465,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
SRIXON,Z-TX Forged #6,2010,464,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
TAYLORMADE,Tour Preferred CB #6,2014,464,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
TITLEIST,CB #6,2016,464,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
MIZUNO,MX-1000 #6,2010,463,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
MIZUNO,MX-23 #6,2004,463,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
WISHON,705 W2 #6,2010,462,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
CALLAWAY,Prototype-R #6,2010,461,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
MIURA,Passing Point PP-9003 Forged #6,2012,461,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
MIZUNO,MP-30 #6,2004,461,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
CALLAWAY,Apex Pro Forged #6,2019,460,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
CALLAWAY,X-Tour #6,2005,460,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
BEN HOGAN,Apex (forged),1973,459,Conventional,Conventional,,GolfWorks Maltby Playability Factor
RAM,FX2 Flow Weighted,1994,459,Conventional,Conventional,,GolfWorks Maltby Playability Factor
WISHON,702 W,2005,459,Conventional,Conventional,,GolfWorks Maltby Playability Factor
NIKE,SlingShot HL Hybrid #5 Women’s,2009,458,Conventional,Conventional,5,GolfWorks Maltby Playability Factor
NIKE,Vr #6,2009,458,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
PING,Blueprint Forged #6,2020,458,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
TITLEIST,T-MB #6,2016,458,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
MIZUNO,MP-14,1994,457,Conventional,Conventional,,GolfWorks Maltby Playability Factor
NIKE,SlingShot HL Hybrid #5,2009,457,Conventional,Conventional,5,GolfWorks Maltby Playability Factor
NIKE,Vr-Pro Combo Forged-P #6,2011,457,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
SPALDING,Top-Flite Plus,1990,457,Conventional,Conventional,,GolfWorks Maltby Playability Factor
TAYLORMADE,R7 CGB #6,2006,457,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
NIKE,Vapor Fly #6,2016,456,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
BRIDGESTONE,J-40 Forged #6 V-Cavity,2012,455,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
CALLAWAY,X Forged CB #6,2021,455,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
WILSON,D300 #6,2017,455,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
CLEVELAND,588 CB Forged #6,2012,454,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
MIZUNO,MP-53 Forged #6,2011,454,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
TOMMY ARMOUR,Silver Scot #6,2006,454,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
BEN HOGAN,Apex (forged),2004,453,Conventional,Conventional,,GolfWorks Maltby Playability Factor
MIZUNO,MP-60 #6,2006,451,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
WISHON,939 H,2003,450,Conventional,Conventional,,GolfWorks Maltby Playability Factor
DYNACRAFT,1030b,2004,446,Conventional,Conventional,,GolfWorks Maltby Playability Factor
MIZUNO,JPX 923 Tour #6,2023,446,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
KZG,Forged II-M,2003,445,Conventional,Conventional,,GolfWorks Maltby Playability Factor
MIZUNO,JPX 921 Tour #6,2021,443,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
ADAMS,Idea Pro Gold Forged #6,2010,442,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
GOLFSMITH,Harvey Penick Plus Tungsten,2000,442,Conventional,Conventional,,GolfWorks Maltby Playability Factor
TITLEIST,DCI 990B,2000,441,Conventional,Conventional,,GolfWorks Maltby Playability Factor
COBRA,S3 Pro Forged-C #6,2011,440,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
MACGREGOR,Tourney,1999,440,Conventional,Conventional,,GolfWorks Maltby Playability Factor
SRIXON,Z Star #6,2011,440,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
BEN HOGAN,Director (forged),1974,438,Conventional,Conventional,,GolfWorks Maltby Playability Factor
MIZUNO,JPX 900 Forged #6,2017,438,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
NICKLAUS,Airbear Tour,1997,438,Conventional,Conventional,,GolfWorks Maltby Playability Factor
TAYLORMADE,MC Forged-Tour Preferred #6,2011,438,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
WILSON,D7 Forged #6,2020,438,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
SPALDING,Executive MV2,1971,437,Conventional,Conventional,,GolfWorks Maltby Playability Factor
FOUNDERS CLUB,The Judge-Tour CB forged,1999,436,Conventional,Conventional,,GolfWorks Maltby Playability Factor
GOLFSMITH,XPC 3000,2003,433,Conventional,Conventional,,GolfWorks Maltby Playability Factor
MIZUNO,JPX 919 Tour #6,2019,433,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
BEN HOGAN,Apex F T X #6,2004,432,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
TAYLORMADE,P760 #6,2019,432,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
PING,i240 #6,2025,431,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
TITLEIST,690 CB (forged),2002,431,Conventional,Conventional,,GolfWorks Maltby Playability Factor
PING,iBlade #6,2017,430,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
TAKOMO,301 CB #6,2024,430,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
GOLFSMITH,Snake Eyes 675C,2008,429,Conventional,Conventional,,GolfWorks Maltby Playability Factor
MIZUNO,JPX 825 Pro Forged #6,2013,429,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
TOMMY ARMOUR,845 EVO V-31,2000,429,Conventional,Conventional,,GolfWorks Maltby Playability Factor
COBRA,King CB #6,2023,428,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
MIZUNO,MP-54 Forged #6,2014,428,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
MIZUNO,Pro-II #6,2000,427,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
MIZUNO,MP-59 Ti Muscle Forged #6,2012,426,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
SRIXON,Z-Forged II #6,2025,426,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
WILSON,C100 #6,2014,426,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
CLEVELAND,CG-1 Tour Forged #6,2011,425,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
HENRY-GRIFFITTS,HG #6,2012,425,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
ADAMS,Idea Tech a40S #6,2010,424,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
COBRA,S3 Forged-M #6,2011,424,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
MAXFLI,Tour Limited A10 #6,2002,423,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
ADAMS,Idea Super S #6,2013,422,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
TAYLORMADE,RSi 2,2015,422,Conventional,Conventional,,GolfWorks Maltby Playability Factor
TITLEIST,DCI 990,2000,422,Conventional,Conventional,,GolfWorks Maltby Playability Factor
SPALDING,Top-Flite Dy-Nertial,1974,421,Conventional,Conventional,,GolfWorks Maltby Playability Factor
MIZUNO,MP-33,1999,419,Conventional,Conventional,,GolfWorks Maltby Playability Factor
MIZUNO,MX-200 Forged #6,2009,419,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
POWER BILT,GrandSlam oversize,1998,419,Conventional,Conventional,,GolfWorks Maltby Playability Factor
WILSON,FG Tour 100 Forged #6,2014,419,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
TAYLORMADE,R7 Draw #6,2006,418,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
WISHON,951 XA,2003,418,Conventional,Conventional,,GolfWorks Maltby Playability Factor
CALLAWAY,Apex Pro Forged #6,2014,417,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
SRIXON,Z745 #6,2016,417,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
TAYLORMADE,P7MC #6,2021,417,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
TITLEIST,716 AP2 #6,2016,417,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
MIZUNO,MP-20 MMCTi #6,2020,416,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
WILSON,D200 #6,2015,416,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
COBRA,King Forged Tec #6,2019,415,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
TOMMY ARMOUR,845 Forged #6,2020,415,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
TITLEIST,CB Forged 718 #6,2018,413,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
WILSON,D100 ES #6,2014,413,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
MIZUNO,MP-32 #6,2004,412,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
TITLEIST,690 MB (forged),2002,412,Conventional,Conventional,,GolfWorks Maltby Playability Factor
MIZUNO,MP-57 Cut Muscle,2008,411,Conventional,Conventional,,GolfWorks Maltby Playability Factor
PXG,0317 ST Milled Blade #6,2022,411,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
GOLFSMITH,D2 G #5,2007,410,Conventional,Conventional,5,GolfWorks Maltby Playability Factor
MIZUNO,Pro 241 #6,2024,410,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
CALLAWAY,Apex MB #6,2021,408,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
TAYLORMADE,P 7MC Forged #6,2023,408,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
CLEVELAND,CG4 Tour #6,2010,406,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
CALLAWAY,Apex Pro #6,2016,405,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
CLEVELAND,TA1 (form forged),1999,405,Conventional,Conventional,,GolfWorks Maltby Playability Factor
KZG,Forged II,2003,405,Conventional,Conventional,,GolfWorks Maltby Playability Factor
MIZUNO,MX-300 Forged #6,2010,405,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
TURNER,T2 Optimized Trajectory,2005,405,Conventional,Conventional,,GolfWorks Maltby Playability Factor
MIZUNO,MP-63 Forged #6,2011,403,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
MIZUNO,MP-69 Forged #6,2012,403,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
SRIXON,Z785 #6,2019,402,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
TITLEIST,680 (forged),2003,402,Conventional,Conventional,,GolfWorks Maltby Playability Factor
TAYLOR MADE,P750 #6,2017,401,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
GOLFSMITH,Lady XPC Plus,2001,400,Classic,Classic,,GolfWorks Maltby Playability Factor
TOMMY ARMOUR,845s Oversize,1998,400,Classic,Classic,,GolfWorks Maltby Playability Factor
ADAMS,XTD Forged #6,2014,399,Classic,Classic,6,GolfWorks Maltby Playability Factor
MIZUNO,JPX 850 Forged #6,2015,399,Classic,Classic,6,GolfWorks Maltby Playability Factor
COBRA,King Forged CB #6,2017,398,Classic,Classic,6,GolfWorks Maltby Playability Factor
MIZUNO,MP-4 #6,2014,397,Classic,Classic,6,GolfWorks Maltby Playability Factor
NIKE,Vapor Fly Pro #6,2016,397,Classic,Classic,6,GolfWorks Maltby Playability Factor
NIKE,CPR,2003,395,Classic,Classic,,GolfWorks Maltby Playability Factor
TOMMY ARMOUR,845 EVO V-25 (forged),2000,395,Classic,Classic,,GolfWorks Maltby Playability Factor
CALLAWAY,X Forged #6,2018,394,Classic,Classic,6,GolfWorks Maltby Playability Factor
CLEVELAND,TA3 (cast),1998,394,Classic,Classic,,GolfWorks Maltby Playability Factor
LYNX,Black Cat Tour Milled MC #5,2006,394,Classic,Classic,5,GolfWorks Maltby Playability Factor
TITLEIST,ZM Forged #6,2008,394,Classic,Classic,6,GolfWorks Maltby Playability Factor
COBRA,King RF Forged MB #6,2022,393,Classic,Classic,6,GolfWorks Maltby Playability Factor
MIZUNO,MP-64 Forged #6,2013,393,Classic,Classic,6,GolfWorks Maltby Playability Factor
PING,i230 #6,2023,393,Classic,Classic,6,GolfWorks Maltby Playability Factor
GOLFSMITH,Fire Steel T2,2005,392,Classic,Classic,,GolfWorks Maltby Playability Factor
MIZUNO,MP-52 Forged #6,2009,392,Classic,Classic,6,GolfWorks Maltby Playability Factor
GOLFSMITH,Snake Eyes HS 300,2006,390,Classic,Classic,,GolfWorks Maltby Playability Factor
TOSKI,Target,2001,390,Classic,Classic,,GolfWorks Maltby Playability Factor
MIZUNO,MP-58 Forged #6,2010,388,Classic,Classic,6,GolfWorks Maltby Playability Factor
WILSON,Staff Midsize RM,1996,387,Classic,Classic,,GolfWorks Maltby Playability Factor
PING,Blueprint T #6,2024,386,Classic,Classic,6,GolfWorks Maltby Playability Factor
SPALDING,Top-Flite Professional,1968,386,Classic,Classic,,GolfWorks Maltby Playability Factor
TAYLORMADE,RSi TP #6,2015,386,Classic,Classic,6,GolfWorks Maltby Playability Factor
COBRA,King Forged CB #6,2019,385,Classic,Classic,6,GolfWorks Maltby Playability Factor
SPALDING,Top-Flite Professional,1965,385,Classic,Classic,,GolfWorks Maltby Playability Factor
WILSON,Dyna Powered Staff Model,1968,385,Classic,Classic,,GolfWorks Maltby Playability Factor
COBRA,King MB #6,2023,384,Classic,Classic,6,GolfWorks Maltby Playability Factor
TOUR EDGE,Exotics 2010 CNC Forged Limited #6,2010,384,Classic,Classic,6,GolfWorks Maltby Playability Factor
CLEVELAND,TA3 (form forged),1999,383,Classic,Classic,,GolfWorks Maltby Playability Factor
COBRA,King Cobra Pro MB Forged #6,2011,382,Classic,Classic,6,GolfWorks Maltby Playability Factor
GOLFSMITH,XPC Plus Twin Sole,1998,382,Classic,Classic,,GolfWorks Maltby Playability Factor
MIZUNO,MP-67 #6,2006,381,Classic,Classic,6,GolfWorks Maltby Playability Factor
NIKE,Vr-Pro Forged #6,2011,379,Classic,Classic,6,GolfWorks Maltby Playability Factor
MIZUNO,T-ZOID true,1999,377,Classic,Classic,,GolfWorks Maltby Playability Factor
SRIXON,ZX Forged #6,2021,377,Classic,Classic,6,GolfWorks Maltby Playability Factor
TOMMY ARMOUR,Concept 2,1987,377,Classic,Classic,,GolfWorks Maltby Playability Factor
MIZUNO,MP-37,2005,376,Classic,Classic,,GolfWorks Maltby Playability Factor
ADAMS,Idea #6,2004,374,Classic,Classic,6,GolfWorks Maltby Playability Factor
CLEVELAND,CG7 Tour Zip Grooves #6,2010,374,Classic,Classic,6,GolfWorks Maltby Playability Factor
MIZUNO,MP-15 Ti Muscle #6,2015,374,Classic,Classic,6,GolfWorks Maltby Playability Factor
CALLAWAY,X Forged #6,2013,373,Classic,Classic,6,GolfWorks Maltby Playability Factor
MIZUNO,Pro MP-11,1991,373,Classic,Classic,,GolfWorks Maltby Playability Factor
MAXFLI,DP-801,1996,372,Classic,Classic,,GolfWorks Maltby Playability Factor
MIZUNO,MP-18 MMC #6,2018,371,Classic,Classic,6,GolfWorks Maltby Playability Factor
WILSON,FG Tour V2 #6,2014,369,Classic,Classic,6,GolfWorks Maltby Playability Factor
MACGREGOR,Nicklaus Golden Bear,1986,368,Classic,Classic,,GolfWorks Maltby Playability Factor
NAKASHIMA,NX-1 #6,2006,367,Classic,Classic,6,GolfWorks Maltby Playability Factor
WILSON,Staff Model #6,2020,365,Classic,Classic,6,GolfWorks Maltby Playability Factor
MIZUNO,S1 Forged #6,2025,364,Classic,Classic,6,GolfWorks Maltby Playability Factor
WILSON,C200 #6,2016,364,Classic,Classic,6,GolfWorks Maltby Playability Factor
SRIXON,Z945 #6,2016,361,Classic,Classic,6,GolfWorks Maltby Playability Factor
TITLEIST,870 (forged),2004,361,Classic,Classic,,GolfWorks Maltby Playability Factor
MIZUNO,MP-62 Forged #6,2009,360,Classic,Classic,6,GolfWorks Maltby Playability Factor
SRIXON,Z965 #6,2017,360,Classic,Classic,6,GolfWorks Maltby Playability Factor
MIZUNO,MP-20 Forged #6,2020,359,Classic,Classic,6,GolfWorks Maltby Playability Factor
TITLEIST,DCI 762,2002,359,Classic,Classic,,GolfWorks Maltby Playability Factor
TAYLORMADE,RAC TP MB #6,2006,358,Classic,Classic,6,GolfWorks Maltby Playability Factor
NIKE,Vr-Pro Combo Forged-S #6,2011,357,Classic,Classic,6,GolfWorks Maltby Playability Factor
CALLAWAY,Apex TCB Forged #6,2022,355,Classic,Classic,6,GolfWorks Maltby Playability Factor
